iter	F1	Logloss	F1:use_weights=true	F1:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
90	0.8815527637	0.4472698517	0.8815527637	0.8815527637	0.8299359673	0.8299359673	0.9400158353	0.9400158353
91	0.881513491	0.4457392386	0.881513491	0.881513491	0.8298663535	0.8298663535	0.9400158353	0.9400158353
92	0.8762486536	0.4441337699	0.8762486536	0.8762486536	0.8202939389	0.8202939389	0.9403958828	0.9403958828
93	0.8760730405	0.4426357917	0.8760730405	0.8760730405	0.8198658311	0.8198658311	0.9405542359	0.9405542359
94	0.8757248034	0.4412077489	0.8757248034	0.8757248034	0.8197613392	0.8197613392	0.9398891528	0.9398891528
95	0.8759003424	0.439786327	0.8759003424	0.8759003424	0.8201896232	0.8201896232	0.9397307997	0.9397307997
96	0.8765370212	0.4383991448	0.8765370212	0.8765370212	0.8200049654	0.8200049654	0.9414410135	0.9414410135
97	0.8762818148	0.4371341079	0.8762818148	0.8762818148	0.8203038674	0.8203038674	0.9404592241	0.9404592241
98	0.8767458667	0.4357255627	0.8767458667	0.8767458667	0.8204427515	0.8204427515	0.9413460016	0.9413460016
99	0.8767329361	0.4341581646	0.8767329361	0.8767329361	0.8204201054	0.8204201054	0.9413460016	0.9413460016
100	0.8767495022	0.4327078589	0.8767495022	0.8767495022	0.8204250621	0.8204250621	0.9413776722	0.9413776722
101	0.8764588	0.4313654902	0.8764588	0.8764588	0.8195320896	0.8195320896	0.9418844022	0.9418844022
102	0.8765412094	0.4299384872	0.8765412094	0.8765412094	0.8193885982	0.8193885982	0.9422644497	0.9422644497
103	0.8765908555	0.428441083	0.8765908555	0.8765908555	0.8194035194	0.8194035194	0.9423594616	0.9423594616
104	0.8764190532	0.4270665387	0.8764190532	0.8764190532	0.8189598239	0.8189598239	0.9425494854	0.9425494854
105	0.8769255668	0.4256388187	0.8769255668	0.8769255668	0.8188887668	0.8188887668	0.9438163104	0.9438163104
106	0.8770195109	0.4241935766	0.8770195109	0.8770195109	0.819028774	0.819028774	0.943847981	0.943847981
107	0.8772575399	0.4227141873	0.8772575399	0.8772575399	0.8194918051	0.8194918051	0.9437846397	0.9437846397
108	0.8780789629	0.4213996005	0.8780789629	0.8780789629	0.8208786669	0.8208786669	0.943847981	0.943847981
109	0.878121363	0.4200657714	0.878121363	0.878121363	0.8209288233	0.8209288233	0.9438796516	0.9438796516
110	0.8824785691	0.4188528284	0.8824785691	0.8824785691	0.8298513291	0.8298513291	0.9422327791	0.9422327791
111	0.8820593332	0.4174481097	0.8820593332	0.8820593332	0.828473652	0.828473652	0.9430562154	0.9430562154
112	0.8825117162	0.416141255	0.8825117162	0.8825117162	0.8298608206	0.8298608206	0.9422961203	0.9422961203
113	0.882584128	0.4149281616	0.882584128	0.882584128	0.8299397523	0.8299397523	0.9423594616	0.9423594616
114	0.8826233982	0.4138074783	0.8826233982	0.8826233982	0.8300092053	0.8300092053	0.9423594616	0.9423594616
115	0.8826137897	0.4126349829	0.8826137897	0.8826137897	0.8299676448	0.8299676448	0.9423911322	0.9423911322
