iter	Passed	Remaining
758	106162	33708
759	106286	33564
760	106419	33422
761	106540	33276
762	106684	33137
763	106826	32998
764	106971	32860
765	107144	32730
766	107265	32585
767	107388	32440
768	107538	32303
769	107678	32163
770	107813	32022
771	107943	31879
772	108087	31741
773	108261	31611
774	108400	31471
775	108521	31325
776	108661	31186
777	108808	31048
778	108934	30904
779	109065	30762
780	109254	30636
781	109386	30494
782	109525	30353
783	109710	30226
784	109877	30093
785	109994	29947
786	110111	29801
787	110279	29669
788	110411	29526
789	110536	29383
790	110679	29243
791	110806	29100
792	110960	28964
793	111097	28823
794	111242	28685
795	111463	28565
796	111600	28425
797	111749	28287
798	111888	28147
799	112029	28007
800	112180	27870
801	112324	27731
802	112531	27607
803	112679	27469
804	112821	27329
805	112950	27186
806	113092	27046
807	113243	26909
808	113382	26768
809	113587	26644
810	113731	26504
811	113877	26365
812	113984	26217
813	114137	26080
814	114274	25939
815	114450	25807
816	114623	25674
817	114753	25532
818	114884	25389
819	115025	25249
820	115180	25112
821	115321	24972
822	115464	24832
823	115619	24695
824	115822	24568
825	115948	24425
826	116068	24280
827	116228	24144
828	116367	24003
829	116484	23858
830	116615	23716
831	116748	23574
832	117012	23458
833	117181	23323
834	117337	23186
835	117464	23043
836	117589	22899
837	117714	22756
838	117860	22616
839	118046	22485
840	118166	22340
841	118311	22201
842	118454	22060
843	118594	21920
844	118735	21779
845	118880	21640
846	119067	21508
847	119200	21366
848	119340	21225
849	119484	21085
850	119635	20946
851	119772	20805
852	119942	20670
853	120140	20539
854	120281	20398
855	120421	20257
856	120549	20114
857	120674	19971
858	120807	19829
859	120959	19691
860	121088	19548
861	121262	19413
862	121396	19271
863	121527	19129
864	121681	18990
865	121837	18852
866	121982	18712
867	122118	18570
868	122312	18438
869	122449	18297
870	122589	18156
871	122717	18013
872	122855	17872
873	123011	17733
874	123129	17589
875	123263	17448
876	123462	17315
877	123596	17174
878	123720	17030
879	123854	16889
880	123997	16748
881	124124	16606
882	124245	16462
883	124403	16324
884	124578	16188
885	124707	16045
886	124837	15903
887	124967	15761
888	125088	15618
889	125209	15475
890	125339	15333
891	125483	15193
892	125674	15058
893	125795	14915
894	125927	14773
895	126077	14634
896	126210	14492
897	126340	14350
898	126471	14208
899	126616	14068
900	126783	13930
901	126924	13790
902	127044	13647
903	127163	13504
904	127316	13364
905	127450	13223
906	127596	13083
907	127796	12948
908	127934	12807
909	128068	12666
910	128204	12524
911	128349	12384
912	128487	12243
913	128620	12102
914	128756	11960
915	128952	11825
916	129105	11685
917	129240	11544
918	129392	11404
919	129539	11264
920	129660	11121
921	129802	10981
922	129979	10843
923	130117	10702
924	130252	10561
925	130381	10419
926	130592	10284
927	130728	10142
928	130864	10001
929	131059	9864
930	131204	9724
931	131325	9581
932	131455	9439
933	131597	9299
934	131738	9158
935	131859	9016
936	131990	8874
937	132158	8735
938	132297	8594
939	132428	8452
940	132559	8311
941	132686	8169
942	132817	8028
943	132937	7886
944	133069	7744
945	133253	7606
946	133402	7466
947	133521	7323
948	133648	7182
949	133793	7041
950	133923	6900
951	134037	6758
952	134161	6616
953	134343	6477
954	134493	6337
955	134623	6196
956	134757	6054
957	134890	5913
958	135014	5772
959	135145	5631
960	135297	5490
961	135510	5352
962	135651	5211
963	135792	5071
964	135943	4930
965	136078	4789
966	136220	4648
967	136353	4507
968	136549	4368
969	136685	4227
970	136811	4086
971	136936	3944
972	137073	3803
973	137186	3662
974	137325	3521
975	137451	3379
976	137664	3240
977	137795	3099
978	137924	2958
979	138061	2817
980	138205	2676
981	138342	2535
982	138483	2394
983	138634	2254
984	138798	2113
985	138939	1972
986	139068	1831
987	139219	1690
988	139357	1549
989	139511	1409
990	139645	1268
991	139841	1127
992	139971	986
993	140119	845
994	140271	704
995	140399	563
996	140580	423
997	140722	282
998	140929	141
999	141064	0
