iter	Passed	Remaining
0	150	150613
1	275	137516
2	395	131273
3	509	126756
4	704	140269
5	804	133304
6	920	130542
7	1031	127919
8	1135	125010
9	1354	134126
10	1529	137490
11	1631	134308
12	1815	137810
13	1903	134045
14	2061	135364
15	2256	138803
16	2360	136480
17	2460	134230
18	2576	133006
19	2688	131730
20	2862	133462
21	2959	131579
22	3070	130409
23	3175	129147
24	3271	127606
25	3370	126263
26	3468	125006
27	3563	123710
28	3662	122616
29	3770	121909
30	3908	122162
31	4056	122721
32	4165	122047
33	4256	120943
34	4358	120178
35	4468	119646
36	4584	119320
37	4696	118884
38	4788	118000
39	4898	117556
40	5076	118730
41	5193	118453
42	5287	117678
43	5394	117209
44	5494	116603
45	5590	115934
46	5705	115687
47	5835	115746
48	5937	115232
49	6044	114836
50	6233	115983
51	6328	115373
52	6431	114923
53	6542	114612
54	6651	114276
55	6829	115120
56	6929	114642
57	7026	114114
58	7134	113786
59	7311	114548
60	7411	114085
61	7507	113577
62	7608	113167
63	7713	112810
64	7822	112529
65	7933	112273
66	8026	111772
67	8123	111341
68	8223	110954
69	8407	111693
70	8506	111309
71	8599	110843
72	8707	110571
73	8801	110141
74	8912	109917
75	9017	109630
76	9109	109195
77	9205	108817
78	9310	108547
79	9440	108569
80	9578	108672
81	9685	108432
82	9804	108325
83	9906	108026
84	10033	108007
85	10145	107821
86	10258	107652
87	10363	107405
88	10476	107241
89	10658	107773
90	10769	107573
91	10874	107328
92	10985	107138
93	11105	107035
94	11237	107056
95	11339	106781
96	11444	106540
97	11561	106409
98	11731	106768
99	11836	106531
100	11946	106331
101	12033	105937
102	12144	105765
103	12246	105507
104	12351	105284
105	12462	105109
106	12564	104860
107	12680	104727
108	12861	105137
109	12994	105133
110	13086	104810
111	13191	104587
112	13303	104428
113	13408	104206
114	13541	104209
115	13647	104003
116	13763	103872
117	13933	104145
118	14039	103942
119	14152	103782
120	14260	103594
121	14379	103482
122	14489	103313
123	14593	103093
124	14705	102940
125	14813	102753
126	14936	102675
127	15101	102876
128	15227	102816
129	15355	102762
130	15459	102552
131	15565	102356
132	15688	102270
133	15816	102216
134	15920	102011
135	16046	101942
136	16223	102199
137	16330	102008
138	16433	101790
139	16562	101738
140	16678	101607
141	16786	101427
142	16881	101168
143	16982	100951
144	17094	100799
145	17284	101100
146	17399	100964
147	17514	100827
148	17624	100661
149	17746	100563
150	17867	100458
151	17968	100246
152	18071	100041
153	18191	99933
154	18369	100141
155	18464	99899
156	18572	99722
157	18686	99582
158	18805	99466
159	18980	99647
160	19089	99480
161	19199	99317
162	19321	99217
163	19505	99432
164	19629	99339
165	19744	99197
166	19854	99035
167	19951	98808
168	20068	98678
169	20187	98562
170	20277	98303
171	20381	98115
172	20508	98038
173	20667	98110
174	20777	97949
175	20866	97693
176	20979	97548
177	21076	97329
178	21191	97198
179	21295	97012
180	21410	96877
181	21516	96707
182	21670	96746
183	21840	96857
184	21965	96766
185	22069	96582
186	22170	96387
187	22280	96233
188	22385	96056
189	22491	95886
190	22589	95680
191	22704	95549
192	22886	95695
193	22996	95540
194	23112	95414
195	23230	95291
196	23342	95149
197	23457	95015
198	23571	94877
199	23680	94722
200	23802	94619
201	23995	94793
202	24125	94718
203	24241	94589
204	24350	94430
205	24462	94285
206	24588	94195
207	24694	94029
208	24792	93833
209	24906	93697
210	25092	93828
211	25204	93685
212	25294	93459
213	25402	93301
214	25511	93145
215	25639	93063
216	25751	92918
217	25863	92778
218	25953	92555
219	26075	92448
220	26316	92761
221	26470	92765
222	26601	92688
223	26720	92565
224	26842	92458
225	26944	92277
226	27050	92114
227	27151	91933
228	27333	92026
229	27450	91900
230	27552	91723
231	27656	91553
232	27770	91416
233	27895	91314
234	28035	91263
235	28152	91137
236	28260	90981
237	28451	91092
238	28587	91026
239	28703	90893
240	28814	90746
241	28926	90604
242	29052	90506
243	29180	90411
244	29287	90254
245	29411	90147
246	29588	90202
247	29693	90039
248	29806	89897
249	29920	89762
250	30032	89619
251	30145	89478
252	30243	89296
253	30369	89196
254	30484	89062
255	30677	89156
256	30812	89081
257	30933	88962
258	31044	88817
259	31164	88697
260	31340	88739
261	31455	88604
262	31568	88462
263	31743	88498
264	31836	88301
265	31926	88097
266	32021	87910
267	32120	87733
268	32245	87626
269	32360	87494
270	32478	87369
271	32587	87218
272	32695	87066
273	32887	87139
274	33009	87026
275	33119	86878
276	33234	86745
277	33349	86612
278	33475	86508
279	33586	86365
280	33690	86203
281	33807	86078
282	34019	86189
283	34132	86052
284	34230	85875
285	34325	85693
286	34429	85534
287	34536	85381
288	34639	85220
289	34743	85062
290	34844	84896
291	34952	84746
292	35145	84805
293	35266	84687
294	35384	84563
295	35490	84410
296	35596	84256
297	35707	84116
298	35811	83960
299	35922	83819
300	36027	83664
301	36147	83545
302	36325	83560
303	36431	83409
304	36552	83291
305	36655	83133
306	36754	82966
307	36860	82817
308	36960	82652
309	37066	82503
310	37188	82387
311	37390	82450
312	37533	82380
313	37657	82271
314	37774	82143
315	37903	82043
316	38019	81916
317	38142	81803
318	38263	81684
319	38387	81572
320	38569	81583
321	38675	81434
322	38777	81276
323	38901	81165
324	39024	81051
325	39134	80910
326	39246	80773
327	39369	80660
328	39477	80515
329	39660	80522
330	39775	80391
331	39893	80267
332	40008	80137
333	40148	80057
334	40247	79895
335	40373	79785
336	40490	79659
337	40596	79510
338	40779	79514
339	40887	79370
340	40988	79213
341	41103	79083
342	41228	78970
343	41383	78917
344	41493	78777
345	41612	78654
346	41739	78547
347	41924	78548
348	42050	78438
349	42201	78374
350	42333	78275
351	42474	78191
352	42618	78113
353	42769	78048
354	42930	78000
355	43095	77959
356	43210	77826
357	43324	77694
358	43429	77543
359	43550	77422
360	43664	77290
361	43777	77155
362	43894	77027
363	44065	76993
364	44214	76920
365	44328	76787
366	44441	76651
367	44557	76523
368	44679	76403
369	44797	76277
370	44901	76126
371	45006	75978
372	45132	75866
373	45390	75974
374	45535	75892
375	45645	75752
376	45756	75612
377	45886	75505
378	45997	75367
379	46113	75237
380	46291	75208
381	46488	75208
382	46601	75072
383	46711	74933
384	46813	74779
385	46937	74662
386	47054	74533
387	47164	74393
388	47284	74269
389	47413	74160
390	47606	74149
391	47728	74028
392	47852	73909
393	47980	73796
394	48096	73666
395	48217	73544
396	48328	73405
397	48450	73284
398	48580	73174
399	48781	73171
400	48892	73033
401	48999	72890
402	49115	72758
403	49242	72645
404	49375	72538
405	49490	72407
406	49609	72280
407	49776	72224
408	49934	72155
409	50051	72024
410	50198	71938
411	50415	71952
412	50558	71859
413	50674	71727
414	50788	71594
415	50985	71575
416	51120	71470
417	51230	71330
